用户ID,用户名,所在地,性别,认证状态,认证类型,认证理由,个人描述,信用等级,公司,学校,生日,创建时间,粉丝数,关注数,微博数,获评转赞总数,获评论数,获转发数,获点赞数
6535872166,小神仙打工,海南,女,未认证,普通用户,无,镇魂,信用较好,未知,未知, ,2018-04-26 19:29:31,2,178,223,81,43,0,38
2749176851,小祥祥瑞,其他,女,未认证,普通用户,无,这个人,信用较好,未知,未知, ,2012-05-03 23:41:35,52,1807,30641,280,115,10,155
3952010843,小福兴0731,宁夏 固原,女,未认证,普通用户,无,,信用极好,孤注一掷,未知,1991-10-07 天秤座,2013-12-24 22:21:27,213,789,5997,160,5,0,155
7673919779,小薪--,其他,女,已认证,名人,校园博主 微博原创视频博主,一些b话。,信用较好,未知,未知, ,2021-08-17 13:21:50,141,150,2072,729,304,3,422
1862577135,小虫aDyB,其他,男,未认证,普通用户,无,,信用较好,未知,未知, ,2013-08-03 13:30:47,114,625,6271,224,185,4,35
1751707582,小豆微尘,其他,女,未认证,普通用户,无,人生得意须尽欢，莫使金樽空对月。,信用较好,未知,未知, ,2010-06-07 09:18:32,184,949,6723,329,76,18,235
6406363065,小陈绝不加班,其他,男,未认证,普通用户,无,摸鱼建筑设计师🐟🐢🐶👟🎽🍵,信用较好,未知,华东交通大学,1994-03-30 白羊座,2018-01-10 09:52:29,80,406,1189,842,419,142,281
5348284473,小雏菊tian,河南 洛阳,女,未认证,普通用户,无,不逆不亿,信用较好,未知,未知,白羊座,2014-10-30 14:36:23,104,159,2334,1626,863,7,756
6029914743,小霍RushOn,河北,男,未认证,普通用户,无,热爱便有生趣,信用较好,未知,未知,1998-05-23 双子座,2016-09-21 18:35:40,228,281,387,2063,422,5,"1,636"
5332057508,小龟山服化指导,福建,男,未认证,普通用户,无,焉女焉男焉人 _,信用较好,未知,厦门大学,2000-07-01 巨蟹座,2014-10-17 12:21:43,106,157,686,1101,335,47,719
6187792787,少年老兵008,浙江 温州,男,未认证,普通用户,无,,信用较好,未知,未知, ,2017-03-29 14:23:28,523,4990,4546,347,121,5,221
3710705463,少转青时,安徽,男,未认证,普通用户,无,笑迎人生,信用较好,未知,未知,1992-09-26 天秤座,2013-08-09 10:55:37,17,382,680,524,392,2,130
1786862631,尘埃宇航员-,湖北 孝感,女,未认证,普通用户,无,生命不可言说之轻。,信用一般,未知,未知,2005-07-11 巨蟹座,2010-08-04 15:11:21,251,434,3660,9451,"2,207","1,807","5,437"
1504169357,屈屈滴,福建 福州,女,未认证,普通用户,无,本人言论只代表本人哈！追求自由！,信用较好,未知,郑州大学,,2010-03-10 19:11:01,1336,1284,3897,3946,"2,690",755,501
6113284692,山人说法,其他,男,未认证,普通用户,无,法律博主,信用一般,未知,未知, ,2017-02-11 00:33:53,24,75,511,601,28,2,571
5869569165,山岚雷云,山西,男,未认证,普通用户,无,今天天气很好，下午没有课，以后也不会有课了。,信用较好,未知,未知,1905-09-08 处女座,2016-02-26 22:58:29,10,2946,2693,47,30,1,16
7397535152,山顶端见,其他,女,未认证,普通用户,无,,信用一般,未知,未知, ,2020-02-22 14:12:38,1,63,25,3,0,0,3
6472558246,山鬼A九歌,其他,男,未认证,普通用户,无,云想衣裳花想容 春风拂槛露华浓,信用较好,未知,未知,2000-01-01 摩羯座,2018-03-19 20:45:02,255,522,8064,234,35,55,144
6625753954,岁月才是神偷2018,其他,男,未认证,普通用户,无,,信用较好,未知,未知, ,2018-08-07 17:17:09,1829,4706,3424,275,195,2,78
5428283942,峰小啊,广东 佛山,男,未认证,普通用户,无,,信用较好,未知,未知,1989-02-04 水瓶座,2014-12-17 11:08:56,152,2147,3849,185,10,3,172
5519620416,島主小邢,海南,男,未认证,普通用户,无,发疯日记,信用较好,社会主义学前班,哈尔滨医科大学,2001-04-07 白羊座,2015-02-14 16:03:55,260,499,2527,9450,"3,333",37,"6,080"
1927980005,工科学长,陕西 西安,男,未认证,普通用户,无,工学博士，主要从事全固态超快激光器/放大器，光纤激光器/放大器，光学频率梳、OPCPA和OPO的研究。通信方向：无线通信嵌入式安卓开发人工智能等。,信用较好,华为西安研究所,山东大学青岛校区,1994-10-13 天秤座,2011-01-20 01:11:00,3526,528,382,1291,322,38,931
2610744723,左右的左zkl,北京 东城区,男,未认证,普通用户,无,我惭执宝剑，只为看山来。,信用较好,未知,未知,1994-12-10 射手座,2012-02-09 02:47:05,72,178,28,2,1,0,1
6050109798,巨蟹座小phebe,河北,女,未认证,普通用户,无,,信用较好,未知,未知,1992-07-08 巨蟹座,2016-10-22 22:00:55,140,3503,2346,72,27,3,42
1190715220,差点林中王,北京 朝阳区,男,未认证,普通用户,无,所有的忧虑都是过多关注未来而引起，随遇而安吧,信用较好,未知,未知,,2009-11-07 21:54:04,157,2037,2437,117,4,74,39
1632986863,巴别塔之猫_,其他,女,未认证,普通用户,无,理想主义的行动派,信用较好,未知,安徽大学,天秤座,2011-05-14 22:35:17,645,2233,5354,6262,"1,863",895,"3,504"
1955490531,巴洛克天堂,北京,女,未认证,普通用户,无,打工人,信用极好,未知,安庆大学,,2011-02-07 17:53:31,2782,4193,80539,3万,"1,046","1,166","27,293"
5990947512,布鞋小生,山东,男,未认证,普通用户,无,天赐水云闲的对象，布鞋小熊在北京，布鞋、传统服饰、军事迷、围棋迷，爱国爱党好青年。,信用较好,未知,未知,1999-09-08 处女座,2016-07-26 22:21:32,425,792,6174,1271,163,20,"1,088"
3198135807,帕帕-多普洛斯,福建 福州,男,未认证,普通用户,无,,信用较好,未知,未知, ,2012-12-21 18:48:13,307,1572,5457,404,253,32,119
1108897205,平凡如我-j,其他,男,未认证,普通用户,无,,信用较好,未知,未知, ,2014-03-08 01:06:29,64,644,7434,164,6,4,154
6393257193,平凡的人20201818,重庆 江津区,男,未认证,普通用户,无,信誉好,信用较好,未知,未知,1993-12-20 射手座,2018-01-01 13:37:24,28,4717,3559,315,280,2,33
5272717991,平方Ming,北京 东城区,男,已认证,名人,体育博主 微博原创视频博主,脾气不好的丁禹兮唯粉,信用极好,未知,北京大学,1991-06-02 双子座,2014-08-29 22:08:49,41225,589,22607,426.5万,"300,284","159,325","3,805,563"
6453070328,年年有余Ethereal,其他,女,未认证,普通用户,无,27周岁想结婚🥲,信用较好,未知,未知, ,2018-01-06 12:28:47,258,246,2626,2645,970,26,"1,649"
3221025654,幸福在嘴边微笑,辽宁 沈阳,女,未认证,普通用户,无,,信用较好,特变电工沈阳变压器集团有限公司,未知, ,2013-03-11 10:50:18,186,674,5628,257,144,32,81
5830865001,幸运神之降临,其他,女,未认证,普通用户,无,怎么快乐怎么来✌,信用较好,未知,未知,1998-11-06 天蝎座,2016-01-16 23:39:06,544,1121,4966,3556,883,145,"2,528"
2054273111,幼稚园-bob,其他,男,未认证,普通用户,无,... 等，我爱你。,信用极好,未知,未知,1991-08-31 处女座,2012-03-24 01:59:16,495,3634,814,95,40,41,14
1355170215,幽蓝群山,四川 成都,男,未认证,普通用户,无,青山不改，绿水长流，咱们这就别过了。,信用较好,四川浪潮智创数字科技有限公司,电子科技大学,摩羯座,2010-09-07 15:20:44,687,1261,3522,2711,"1,982",404,325
5884250760,广告小沙弥,四川 雅安,男,未认证,普通用户,无,弓伟波的教学微博,信用较好,未知,华中科技大学,2007-06-27 巨蟹座,2016-03-16 20:27:14,2408,221,1940,7378,"1,573",607,"5,198"
2030944911,康维惠州,广东 惠州,男,未认证,普通用户,无,惠州过客爱家的人,信用较好,未知,未知,,2011-03-17 16:02:17,743,5080,15264,563,149,191,223
7459773708,开心就好zxy29201,其他,男,未认证,普通用户,无,,信用较低,未知,未知, ,2020-05-26 22:25:00,1,18,1,0,0,0,0
1904950071,开着鲨鱼游大海,青海 西宁,男,未认证,未知,无,,信用极好,未知,未知,狮子座,2010-12-28 14:23:53,2048,591,510,1594,"1,361",65,168
1945225223,弋零Eri,上海 徐汇区,男,未认证,普通用户,无,建筑，旅游，摄影,信用较好,未知,武汉科技大学,射手座,2011-02-01 12:29:22,147,139,25364,961,214,328,419
6105406768,张三你犯法了,其他,男,未认证,普通用户,无,罗老师今日说法教你做人。,信用一般,未知,未知, ,2017-01-12 11:20:23,11,46,87,390,256,6,128
6912596196,张与丸子ww,其他,女,未认证,普通用户,无,别把秘密告诉风，风会告诉整个森林。,信用较好,未知,未知, ,2019-01-01 15:02:40,44,98,572,157,36,1,120
3921461084,张峰RUCer,山西 太原,男,未认证,普通用户,无,。,信用极好,未知,未知, ,2013-11-26 12:32:52,346,1218,2316,267,80,23,164
2776300293,张晓菜菜,江苏 扬州,男,未认证,普通用户,无,皇马忠实球迷,信用极好,未知,扬州职业大学,1992-10-28 天蝎座,2012-09-14 15:54:38,453,5061,2052,56,4,1,51
5801657907,张有狗,河南,女,未认证,普通用户,无,,信用较好,未知,未知, ,2015-12-22 12:44:29,49,265,300,2402,227,74,"2,101"
2716220645,张瀹先生,北京,男,已认证,名人,中国摄影家协会会员,一念成瀹。自由职业，非著名译员，业余画者，美院客座教授，青基会特约摄影师，中摄协、中国文艺志愿者协会会员。世界摄影大百科及世界摄影书史译者,信用极好,文化/艺术,未知,狮子座,2012-04-12 11:17:21,12580,166,2016,5784,692,"2,342","2,750"
7555258450,彭显钰,其他,男,未认证,普通用户,无,,信用较好,未知,未知, ,2021-01-27 11:05:45,98,1847,9487,181,34,14,133
6512270286,往北走的春风里,湖南 长沙,女,未认证,普通用户,无,,信用较好,未知,未知, ,2018-03-23 15:32:00,25,623,315,14,5,1,8
1250771310,很男的男,河南 郑州,男,未认证,未知,无,本人凶猛 禽兽勿近,信用极好,房地产,未知,1984-01-26 水瓶座,2009-11-20 15:54:36,935,397,5812,5768,"4,316","1,049",403
5855543744,徐冰莹爱语梦翠霜,福建 三明,男,未认证,普通用户,无,拯救世界 维护和平,信用较好,未知,未知, ,2016-02-10 22:14:30,8,341,337,72,8,1,63
5932352921,微搏精神领袖,浙江 杭州,男,未认证,普通用户,无,,信用较好,未知,未知,1990-01-01 摩羯座,2016-05-14 13:53:34,69,391,3160,1691,158,974,559
1671076762,德淘就是居逃,四川 成都,男,未认证,普通用户,无,非阡非陌非道路 亦狂亦侠亦温文,信用较好,未知,未知,,2009-12-17 16:24:14,960,2660,25847,1.4万,"7,328","5,640",823
1526155492,德语客-盘锦大米,北京,女,已认证,名人,美食博主,农民。,信用极好,未知,未知, ,2013-03-31 13:20:50,78779,1101,32996,5.8万,"18,611","20,505","18,931"
5460951663,心嘛,河北 唐山,女,未认证,普通用户,无,,信用较好,未知,未知,1980-01-01 摩羯座,2015-01-05 12:06:42,5,542,20192,122,10,48,64
1146548583,心累是一种什么累,北京,女,未认证,普通用户,无,太极生两仪、两仪生四象、四象生八卦,信用较好,新浪网技术（中国）有限公司,北京大学,1980-03-29 白羊座,2009-09-02 09:37:58,51222,3556,16767,13.6万,"11,578","119,324","5,119"
6870336208,忆清风08768,其他,女,未认证,普通用户,无,,信用较好,苏宁电器,云南财经大学,双鱼座,2018-11-30 19:19:40,299,5431,7179,1.8万,"8,070",374,"9,318"
3972719551,忙著奔跑的獅子,江西 南昌,男,未认证,普通用户,无,我最大愿望不过是希望黑夜可以变得很长很长。,信用较好,未知,未知,狮子座,2014-01-08 21:47:02,1707,1650,6505,1315,685,59,571
6711951201,快乐的散养,海外 其他,女,未认证,普通用户,无,,信用较好,未知,未知,水瓶座,2018-09-19 22:04:35,60,215,204,328,105,0,223
7794872989,忸忸怩怩200205,北京,男,未认证,普通用户,无,,信用一般,未知,未知,1996-08-12 狮子座,2022-10-10 23:50:50,9,35,68,66,19,0,47
7725168176,怎么有这么多废话说xxxs,其他,女,未认证,普通用户,无,想开心就开心想吐槽就吐槽的小号,信用一般,未知,未知,天蝎座,2021-11-24 11:09:07,1,20,248,62,22,0,40
5487876409,思也念,山东,男,未认证,普通用户,无,循此苦旅，以抵繁星,信用较好,霍格沃兹,济宁医学院,1998-12-15 射手座,2015-02-23 11:13:35,163,82,1311,1015,500,5,510
6050868542,怪物性淡奶油,海外 其他,女,未认证,普通用户,无,论文来！饭来！银神99 镇魂防搜,信用较好,未知,未知,1901-08-12 狮子座,2016-10-19 23:41:57,202,125,26008,2.1万,"6,861","3,822","10,552"
1559932424,悠然天青,北京 西城区,男,未认证,未知,无,既要与时俱进，又不随波逐流,信用较好,未知,未知,狮子座,2011-02-20 19:43:56,4109,1699,31833,2.9万,"10,284","12,346","6,854"
5542036152,悦虎马,其他,男,未认证,普通用户,无,,信用较好,未知,未知, ,2015-03-04 17:22:31,52,553,8395,149,15,5,129
3685576324,情报统和思念体,其他,男,未认证,普通用户,无,善意の第三者,信用较好,未知,Waseda University,1996-08-30 处女座,2013-08-01 12:32:09,56,734,3161,148,23,78,47
7539171526,想做一个奋斗批,黑龙江 哈尔滨,女,未认证,普通用户,无,It never rains but it pours.,信用较好,未知,黑龙江大学,2000-02-19 双鱼座,2020-12-20 20:03:36,38,544,851,2851,713,39,"2,099"
7735534499,想做个拆快递都很美的人,广东,女,未认证,普通用户,无,每一天都是好天,信用较好,未知,未知,1998-07-26 狮子座,2022-01-21 19:27:28,5,516,1058,330,207,3,120
7486470015,想名字好讨厌_,其他,男,未认证,普通用户,无,爱国请用苹果,信用较好,未知,未知, ,2020-08-01 19:32:54,57,224,1766,146,63,16,67
7269142655,意思我表达不出来就是那个感觉,其他,男,未认证,普通用户,无,镇魂,信用较好,未知,未知, ,2019-08-01 17:28:57,69,590,427,838,337,4,497
5606772449,愤怒的豆子_2021,河南 郑州,男,未认证,普通用户,无,,信用较好,未知,未知, ,2015-05-11 19:18:11,29,98,3698,1121,126,438,557
1676698772,愤怒的酸葡萄,其他,男,未认证,未知,无,无色无味的老男人。。。,信用较好,未知,未知,狮子座,2009-12-30 15:40:16,1248,1429,20426,3474,896,"1,948",630
1780575360,憬寻,其他,女,未认证,普通用户,无,ヽ（´ー｀）┌,信用较好,未知,未知,射手座,2010-11-28 22:02:56,739,662,9084,2899,914,438,"1,547"
2927368823,戈菴,北京 东城区,男,未认证,未知,无,心事浩茫连广宇，于无声处听惊雷。 ​​​,信用较好,未知,未知,,2012-08-22 22:00:54,4869,1665,5116,2.9万,"3,430","15,098","10,328"
5559557253,我wyy终于10级辣,广东 深圳,女,未认证,普通用户,无,我的能量不足了，但是他还会恢复的~,信用较好,未知,未知,1999-05-26 双子座,2015-03-17 23:39:16,5,1126,8021,28,6,1,21
6064326861,我一定会去巴厘岛的,海南,女,未认证,普通用户,无,广结善缘 积德行善,信用较好,未知,未知,1910-01-03 摩羯座,2016-11-04 23:20:56,378,282,4709,1862,421,46,"1,395"
7621477696,我上网是用来发疯的,其他,女,未认证,普通用户,无,走开啦 我要发疯🤪,信用一般,未知,未知, ,2021-06-05 19:43:24,1,100,149,8,2,0,6
6109668332,我不是魅之神,广东,男,已认证,名人,超话主持人（酷安超话） 微博原创视频博主,花开花落花无悔,信用较好,未知,未知,2002-02-06 水瓶座,2017-01-21 11:15:56,284,199,2307,7040,"2,561",135,"4,344"
1419237237,我们拉拉手呗,上海 黄浦区,女,未认证,普通用户,无,交个朋友吧，很高兴认识你,信用较好,古风,北京大学,1990-03-21 白羊座,2013-08-14 17:52:04,1000,5826,39291,1416,266,86,"1,064"
6398525253,我对流星大喊会不会有奇迹,其他,女,未认证,普通用户,无,,信用较好,未知,未知, ,2017-10-29 09:04:22,1,188,61,22,9,1,12
7263537607,我就随手取个名字呗,其他,男,未认证,普通用户,无,我离死亡永远只有一步之遥,信用较好,未知,江南大学,1999-07-27 狮子座,2019-07-27 12:14:50,47,82,1851,831,583,29,219
6476842051,我帅姐姐,海外,女,未认证,普通用户,无,一步走一步留,信用较好,未知,未知,2022-02-04 水瓶座,2018-02-12 16:15:29,96,794,7255,298,8,4,286
5474472050,我是你周村长,其他,女,未认证,普通用户,无,,信用较好,未知,未知,1900-01-01 摩羯座,2015-01-12 11:17:52,292,1298,1332,22,8,0,14
2043528997,我是小哈哈哈哈哈,江苏 南京,男,未认证,普通用户,无,希望生活有道光，愿苦难都离我们而去！,信用较好,未知,未知,1997-11-01 天蝎座,2011-03-27 14:03:20,168,911,947,293,27,15,251
5884089305,我是贴贴怪oi,其他,女,未认证,普通用户,无,,信用较好,未知,未知, ,2016-03-19 19:59:23,63,1288,5151,4112,955,80,"3,077"
5699762835,我永远喜欢大狗子,广东 广州,男,未认证,普通用户,无,代码的搬运工,信用较好,未知,未知,1992-03-18 双鱼座,2015-09-11 10:27:35,204,187,2613,1919,373,"1,069",477
6504572013,我的鱼去哪了呢,其他,女,未认证,普通用户,无,😃,信用较好,未知,未知,2018-08-07 狮子座,2018-03-10 18:36:21,2,127,161,41,41,0,0
7408240275,我真的不想吃大饼啊,其他,男,未认证,普通用户,无,镇魂,信用较好,未知,未知, ,2020-03-08 20:56:18,26,378,1226,1212,397,13,802
3904091261,我被你萌翻了,湖北 武汉,女,未认证,普通用户,无,上善若水,信用较好,未知,未知,1990-03-11 双鱼座,2013-11-15 18:54:59,151,1216,6016,149,21,16,112
5095331154,我要一口月亮,山东,女,未认证,普通用户,无,只争朝夕，不负韶华。,信用较好,未知,未知,2002-11-28 射手座,2014-04-26 08:00:09,44,368,853,636,220,29,387
5159446580,我要吸全世界的好运,重庆,男,未认证,普通用户,无,【镇魂】我想说的话都在这里,信用较好,未知,重庆大学,2002-04-15 白羊座,2014-05-31 10:31:40,1367,728,3512,9539,"2,421","3,191","3,927"
1626647970,我赌你的请求权没有基础,河北 石家庄,男,未认证,未知,无,盈科律师事务所律师,信用极好,北京市盈科（石家庄）律师事务所,未知,1992-04-22 金牛座,2010-05-30 16:43:05,436,689,5995,8702,"5,308",453,"2,941"
7783860959,我还是躺着不为所动,其他,男,未认证,普通用户,无,,信用一般,未知,未知, ,2022-08-22 17:34:54,7,70,144,57,46,0,11
7360846274,戡戡吱吱吱吱在,北京 东城区,男,未认证,普通用户,无,,信用较好,未知,未知,1989-02-22 双鱼座,2019-12-24 13:36:44,34,1745,13441,87,7,17,63
5814181713,戴着口罩吹泡泡momo,天津,女,未认证,普通用户,无,自得其乐的记录者,信用较好,未知,未知, ,2015-12-29 16:11:30,126,768,800,81,33,8,40
7809566372,手摇呼啦圈,其他,男,未认证,普通用户,无,,信用一般,未知,未知, ,2022-12-23 17:32:29,1,10,160,38,4,1,33
1007454867,手机用户1007454867,其他,男,未认证,普通用户,无,,信用一般,未知,未知, ,2012-06-28 21:08:56,4,168,17,11,0,0,11
1005396391,手机用户13501796480,上海,女,未认证,普通用户,无,,信用较好,未知,未知, ,2011-12-18 10:05:07,32,530,13168,106,4,45,57
2589403413,手浪用户2589403413,江苏,男,未认证,普通用户,无,,信用较好,未知,未知,1979-06-28 巨蟹座,2012-01-24 11:53:49,10,357,2048,31,14,2,15
2351032945,扑棱蛾的,河南 安阳,女,未认证,普通用户,无,关注请谨慎，取关请拉黑。,信用较好,未知,未知,,2011-09-10 11:29:59,409,332,4181,1953,"1,521",138,294
5063035050,打蛋他哥哥,广东 广州,男,未认证,普通用户,无,蛋总的爹地,信用较好,未知,未知,处女座,2014-03-08 13:16:56,514,117,534,1169,213,100,856
2285523602,扬气的煎蛋,其他,女,未认证,普通用户,无,事在人为,信用极好,未知,未知,天秤座,2011-08-04 08:57:17,207,451,4367,3610,"1,904",573,"1,133"
2726973887,扭来扭去的机械JLong萝卜特,广西,女,未认证,普通用户,无,《躁郁之心》《但是金龙鱼》  （ 这个调和油味道真的好   ）,信用较好,未知,未知, ,2012-04-19 13:03:25,12,686,5974,1096,976,33,87
1884002713,把剑长歌-叶,北京 海淀区,女,未认证,普通用户,无,读书须闭户，访道不辞远。遍览大山川，方能豁心眼。,信用较好,名越馨,未知,巨蟹座,2010-12-06 14:00:01,7672,796,17109,5.9万,"42,522","6,523","9,478"
6867487585,投笔刘,其他,男,未认证,普通用户,无,,信用较好,未知,四川大学, ,2018-11-28 19:29:11,3117,969,12439,2.4万,"2,782","14,375","7,073"
1406746975,报人黄一刚,浙江 杭州,男,未认证,普通用户,无,点评时事，关注民生，爱好诗画。本人言论不代表供职单位立场。,信用较好,媒体人,未知,,2009-08-28 16:35:49,24744,2009,20811,9.8万,"29,783","53,606","14,878"
7705119975,抱着张晚意睡觉,其他,女,未认证,普通用户,无,吐槽基地 不能掉马 不要去人家底下评论,信用较好,未知,未知, ,2021-09-24 14:15:41,2,152,1288,525,366,26,133
2169294740,招牌青蛙撞奶,海外,男,未认证,未知,无,Think Different,信用极好,未知,厦门一中,射手座,2011-06-11 20:43:48,938,1118,708,2264,729,66,"1,469"
6612658751,拳头扬,贵州 安顺,女,未认证,普通用户,无,,信用较好,未知,未知, ,2018-07-26 00:16:24,4,293,395,10,1,0,9
5518118164,拿笔的喵喵,西藏 日喀则,男,未认证,普通用户,无,,信用较好,未知,未知,1985-07-29 狮子座,2015-02-12 21:08:58,190,1153,11622,323,22,89,212
5470214854,捕仓的马里奥,四川 成都,男,未认证,普通用户,无,,信用较好,未知,未知, ,2015-02-17 12:59:02,243,155,242,85,36,0,49
5879257491,换个思路呢,其他,男,未认证,普通用户,无,道阻且长，行则将至。,信用较好,未知,未知, ,2016-03-09 22:07:19,17,36,73,29,12,3,14
5629484629,搞砸苹果,其他,男,未认证,普通用户,无,不要把时代的β当作自己的α，不要妄想个人的α能敌过时代的β,信用较好,未知,未知,天蝎座,2015-06-12 11:50:11,281,1641,4749,7435,"3,582",117,"3,736"
3263293505,摄影师伟子,山东,男,已认证,名人,公益摄影师,用这一点微光为你点亮心中的一丝希望！,信用极好,视觉中国摄影师,未知,1980-10-16 天秤座,2013-02-05 15:35:44,236608,1341,47911,17.1万,"45,812","24,333","101,020"
6327025441,摇鲤,广东 广州,女,未认证,普通用户,无,Peace and love and sleep.,信用较好,未知,未知,2002-11-13 天蝎座,2017-07-28 22:33:24,505,483,2593,7329,"2,187","1,151","3,991"
2358174995,摸鱼西,其他,男,未认证,普通用户,无,头像@yurishan,信用较好,未知,未知,处女座,2011-09-29 21:47:19,434,397,7558,1万,"6,514","2,028","1,483"
5591087560,擎天小T,山东 威海,男,未认证,普通用户,无,V❤ t61965595,信用较好,未知,山东大学,1987-05-18 金牛座,2015-04-20 16:29:39,161,400,157,70,18,1,51
5994790914,改名字好费事啊123456,河北,女,未认证,普通用户,无,每天都在发疯,信用较好,未知,未知,水瓶座,2016-08-02 21:55:33,115,2776,8090,2600,947,286,"1,367"
5661413480,改昵称为什么不可用,重庆,女,未认证,普通用户,无,这个人很懒，什么都没有留下（才怪  狗头.Jpg）,信用较好,未知,未知,射手座,2015-07-26 10:03:45,18,109,1010,373,244,12,117
3067759531,文过饰非饱天下的CQ,广西,男,未认证,普通用户,无,大鹏一日同风起，扶摇直上九万里,信用较好,未知,未知,天秤座,2012-10-24 21:56:49,766,856,3158,4768,"3,460",80,"1,228"
7306350659,文重思,其他,男,未认证,普通用户,无,,信用较好,未知,南京农业大学浦口校区,1975-11-03 天蝎座,2019-09-15 13:41:46,288,4779,6185,787,366,80,341
2702426874,斯如斯夫,辽宁,男,未认证,普通用户,无,不用,信用较好,未知,未知,,2012-02-03 17:23:59,460,193,2695,679,157,352,170
5223457457,斯索罗,河南 郑州,女,未认证,普通用户,无,,信用较好,未知,未知,1917-08-19 狮子座,2014-07-18 20:15:51,200,1244,1873,469,169,21,279
7777145779,斯莱特林在修炼,内蒙古,女,未认证,普通用户,无,拒绝罗曼蒂克的幻想 努力赚钱中,信用一般,未知,北京外国语大学,1999-08-02 狮子座,2022-07-29 19:07:58,24,143,1472,697,232,33,432
1621032250,新俍手机用户,其他,男,未认证,普通用户,无,,信用较好,未知,未知,,2010-05-09 18:44:07,1011,716,23441,5013,"1,656","2,902",455
1648215184,新媒体董少伟,广西 贺州,男,已认证,名人,贺州学院文化与传媒学院副教授,新媒体体验者、观察者、行动者；新媒体、新领域、新境界。,信用极好,贺州学院,武汉大学,天秤座,2009-11-06 23:00:02,11583,5440,35850,4.7万,"9,410","25,683","12,205"
6230872983,新时代青年笔记,上海,男,未认证,普通用户,无,积学以储宝，酌理以富才 ，研阅以穷照，驯致以绎辞。,信用较好,未知,未知,天蝎座,2017-05-03 15:12:27,335,132,252,49,15,9,25
1740522895,新浪厦门,福建,男,已认证,团体（机构）,新浪厦门官方微博,全心全意为厦门、闽南人民服务，提供全面的本地资讯、生活信息、玩乐购活动……新浪厦门贴近生活，搭建平台，走近你我。,信用极好,新浪网技术（中国）有限公司,未知,2010-04-28 金牛座,2010-05-12 08:34:19,1977998,5253,111990,2652.3万,"4,170,360","4,365,703","17,987,168"
6019738031,新达弹筒靴,河南 郑州,男,未认证,普通用户,无,这个人很懒，什么也没有留下,信用较好,未知,未知, ,2016-09-12 12:02:51,158,117,361,497,235,4,258
2834785377,施拉姆鸡呀,其他,女,未认证,普通用户,无,还有什么东西会比人更坏呢,信用较好,未知,未知, ,2012-06-27 11:22:52,130,581,728,1711,"1,137",3,571
1828696977,旗帜鲜明菜先森,江苏 苏州,男,未认证,普通用户,无,,信用较好,未知,未知,白羊座,2010-10-11 22:32:11,180,644,1036,798,539,136,123
6002363416,无世念,其他,女,未认证,普通用户,无,重生之我是现充,信用较好,未知,未知, ,2016-08-11 14:27:24,63,609,2865,3154,"1,680",74,"1,400"
1082007831,无望无心2014,吉林 延边朝鲜族自治州,男,未认证,未知,无,14年过去好久了,信用极好,未知,延边大学,1981-10-25 天蝎座,2009-10-11 17:28:41,753,471,4290,2072,"1,233",619,220
1571137634,无用之器,北京,男,未认证,普通用户,无,像,信用较好,未知,未知,,2009-10-12 15:36:54,2511,611,7981,5205,"2,246","2,530",429
7756583622,无良人等X好不送,辽宁,男,未认证,普通用户,无,,信用一般,未知,未知,1988-04-28 金牛座,2022-04-28 15:32:58,10,56,91,25,9,2,14
5226715702,无鱼卿,海外,女,未认证,普通用户,无,不爱吃零食，但是饮料重度中毒,信用较好,现没,未知,射手座,2014-08-09 18:19:53,126,328,2054,2474,"1,894",22,558
2790806537,旭仙森,河北,男,未认证,普通用户,无,自由主义，李敖拥趸。,信用极好,未知,河北经贸大学,双鱼座,2012-07-16 10:18:16,252,25,2176,2744,781,246,"1,717"
2691321762,时光2025年,海外,男,未认证,普通用户,无,记录时间流逝。,信用较好,未知,未知,1984-01-01 摩羯座,2012-01-28 22:59:09,1622,5722,1437796,1.4万,"2,932","5,989","4,869"
7401567287,时间如北风,山东,女,未认证,普通用户,无,老号炸了，新号玩一玩,信用较好,未知,未知, ,2020-02-28 20:33:22,3,83,24,2,0,0,2
3240225523,旺仔小凯9,其他,女,未认证,普通用户,无,少年的背景是国家,信用较好,未知,南华大学, ,2014-03-12 00:15:27,153,668,351,277,79,2,196
5641953159,旺财卖萌喵喵,其他,男,未认证,普通用户,无,人有悲欢离合，牛马点缀生活,信用较好,未知,未知,1900-10-14 天秤座,2015-06-26 23:26:24,111,518,6011,2176,485,164,"1,527"
7795935879,明月清风28490202210,其他,男,未认证,普通用户,无,,信用较好,未知,未知,1990-09-24 天秤座,2022-10-16 10:52:08,4,298,967,36,29,2,5
1874506603,易水_L的黑白巧克力,广东,男,未认证,普通用户,无,口开神气散，舌动是非生。,信用较好,未知,未知,,2010-11-25 16:03:42,778,1612,7517,6152,"2,255","2,671","1,226"
6999034774,易米八八的鱼,江西,女,未认证,普通用户,无,我一定可以成为大记者！,信用较好,未知,海南大学,2003-05-18 金牛座,2019-02-17 14:01:04,33,212,638,759,242,23,494
5527851258,星汉胡杨,北京,男,未认证,普通用户,无,笨鸟不等风…,信用较好,为真,北京科技大学,1970-06-07 双子座,2015-02-19 08:19:31,1694,5116,237608,2.1万,"4,111","2,823","13,933"
